id,sentence_id,noise_condition,response,target
39,11,-4 SNR,black peoples dogs,Black people's dogs don't play fetch
39,6,-4 SNR,go to the back and look at yourself,Go to the bathroom and look at yourself.
39,9,+2 SNR,and i played with her son anytime we stayed there,And I’d play with her son whenever we stayed there
39,23,clear,he and my mum got into a huge fight,He and my mom got into a huge fight.
39,26,-4 SNR,able basically lived with us then,Abel basically lived with us from then on.
39,12,clear,my mum was smart and had a sharp tongue but i,My mom was smart and had a sharp tongue
39,16,+2 SNR,i had a box of matches with me too,"I had a box of matches with me, too"
39,4,-4 SNR,i was bag,"I was hyperactive, too"
39,13,-4 SNR,when it came to catholic schools,"When it came to discipline, Catholic school was no joke"
39,10,-4 SNR,where does your mother buy it from,Why doesn’t your mother buy it for you?
39,29,+2 SNR,kid was bullied,A kid was bullying me
39,3,-4 SNR,they called me rubbish because,They called me the rubbish bin of the family
39,22,clear,the white family came home and stood on the streets,The white family came home and stood on the street
39,20,+2 SNR,things catch fire sometimes,Things catch fire sometimes.
39,1,clear,my eyebrows were gone,My eyebrows were gone
39,5,clear,the two things i loved most were fire and knives,The two things I loved most were fire and knives.
39,8,-4 SNR,my mums forever,My mom was forever trying to rein me in.
39,30,-4 SNR,my mum,"Man, if only my mom hit me like this"
39,19,-4 SNR,the lawyer maintains,The lawyer in me maintains that I am completely innocent
39,7,+2 SNR,the way your son was laughing while we were hitting him,Your son was laughing while we were hitting him.
39,24,+2 SNR,thats why there's a fire brigade,That’s why there’s a fire brigade
40,11,+2 SNR,black peoples dogs dont play fetch,Black people's dogs don't play fetch
40,10,clear,why doesnt your mother buy it for you,Why doesn’t your mother buy it for you?
40,8,+2 SNR,my mom was forever trying to reign me in,My mom was forever trying to rein me in.
40,5,-4 SNR,if there is two things i love the most fire,The two things I loved most were fire and knives.
40,24,-4 SNR,thats why there is a firealarm,That’s why there’s a fire brigade
40,20,-4 SNR,things catch fire sometimes,Things catch fire sometimes.
40,3,-4 SNR,they called me rubish man,They called me the rubbish bin of the family
40,1,clear,my eyebrows were gone,My eyebrows were gone
40,23,clear,here my mom and i got into a huge fight,He and my mom got into a huge fight.
40,21,+2 SNR,why did i keep misbehaving,Why did I keep misbehaving?
40,22,-4 SNR,the white family came home and stood there,The white family came home and stood on the street
40,29,clear,the kid was bullying me,A kid was bullying me
40,12,+2 SNR,my mom was smart and had a sharp tongue,My mom was smart and had a sharp tongue
40,26,+2 SNR,able basically lived with us there on,Abel basically lived with us from then on.
40,2,+2 SNR,i loved fire and i especially loved fireworks,I loved fire and I especially loved fireworks
40,6,-4 SNR,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
40,13,+2 SNR,when it came to discipline catholic school was no joke,"When it came to discipline, Catholic school was no joke"
40,28,-4 SNR,cause i always could find,Because I could always find loopholes in the law
40,18,+2 SNR,one of my uncles stopped calling me trevor,One of my uncles stopped calling me Trevor
40,17,clear,at one point we took a break to get a snack,At one point we took a break to go get a snack
40,9,+2 SNR,and i played with her son whenver we stayed there,And I’d play with her son whenever we stayed there
40,30,-4 SNR,if only my mom,"Man, if only my mom hit me like this"
40,25,clear,they kicked able out of the garage,They kicked Abel out of the garage
40,19,clear,the lawyer in me maintains that i am completely innocent,The lawyer in me maintains that I am completely innocent
40,27,-4 SNR,the gave me a series of tests,The therapists did give me a series of tests
40,4,+2 SNR,i was hyperactive too,"I was hyperactive, too"
40,15,clear,i didnt get in trouble with my mom when it happened,I didn’t get into trouble with my mom when it happened
40,14,-4 SNR,in my mind i was a great leader,"In my mind, I wasn’t breaking the rules"
40,16,clear,i had a boxes of matches with me too,"I had a box of matches with me, too"
40,7,clear,your son was laughing while we were hitting him,Your son was laughing while we were hitting him.
41,2,-4 SNR,especially loves,I loved fire and I especially loved fireworks
41,26,-4 SNR,NA,Abel basically lived with us from then on.
41,29,clear,the kid was bullying me,A kid was bullying me
41,8,-4 SNR,NA,My mom was forever trying to rein me in.
41,20,+2 SNR,things catch fire sometimes,Things catch fire sometimes.
41,3,+2 SNR,they called me the rubbish bin of the family,They called me the rubbish bin of the family
41,4,clear,i was hyperactive too,"I was hyperactive, too"
41,12,-4 SNR,NA,My mom was smart and had a sharp tongue
41,18,-4 SNR,one of my uncles stopped calling,One of my uncles stopped calling me Trevor
41,11,-4 SNR,NA,Black people's dogs don't play fetch
41,15,+2 SNR,i didn't get into trouble with my mom when it happened,I didn’t get into trouble with my mom when it happened
41,14,+2 SNR,in my mind i wasn't breaking the rules,"In my mind, I wasn’t breaking the rules"
41,21,+2 SNR,why did i keep misbehaving,Why did I keep misbehaving?
41,5,clear,the too things i loved most were fire and knives,The two things I loved most were fire and knives.
41,22,clear,the white family came home and stood on the street,The white family came home and stood on the street
41,25,+2 SNR,they kicked abel out of the garage,They kicked Abel out of the garage
41,17,-4 SNR,at one point we took a break to go get a snack,At one point we took a break to go get a snack
41,9,+2 SNR,and i played with her son whenever we stayed there,And I’d play with her son whenever we stayed there
41,1,+2 SNR,my eyebrows were gone,My eyebrows were gone
41,24,clear,thats why there is a fire brigade,That’s why there’s a fire brigade
41,6,+2 SNR,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
41,28,clear,cause i could always find loopholes in the law,Because I could always find loopholes in the law
41,23,+2 SNR,here my mom got into a huge fight,He and my mom got into a huge fight.
41,10,clear,why doesn't your mother buy it for you,Why doesn’t your mother buy it for you?
41,16,clear,i had a box of matches with me too,"I had a box of matches with me, too"
41,13,-4 SNR,when it came to .. catholic school was,"When it came to discipline, Catholic school was no joke"
41,27,-4 SNR,give me a series of tests,The therapists did give me a series of tests
41,30,-4 SNR,NA,"Man, if only my mom hit me like this"
41,19,clear,the lawyer in me maintains that i am completely innocent,The lawyer in me maintains that I am completely innocent
41,7,clear,your son was laughing while we were hitting him,Your son was laughing while we were hitting him.
42,5,clear,the two things i liked the most were fire and knives,The two things I loved most were fire and knives.
42,15,+2 SNR,i didnt get into trouble with my mom when it happened,I didn’t get into trouble with my mom when it happened
42,24,clear,that's why there's a fire brigade,That’s why there’s a fire brigade
42,7,+2 SNR,your son was laughing while we were hitting him,Your son was laughing while we were hitting him.
42,21,-4 SNR,NA,Why did I keep misbehaving?
42,9,-4 SNR,whenever we stayed,And I’d play with her son whenever we stayed there
42,26,clear,able basically lived with us from then on,Abel basically lived with us from then on.
42,13,+2 SNR,"when it came to discipline, catholic schools were no joke","When it came to discipline, Catholic school was no joke"
42,22,+2 SNR,the white family came home and stood on the streets,The white family came home and stood on the street
42,1,clear,my eyebrows were gone,My eyebrows were gone
42,14,+2 SNR,"in my mind, that wasn't breaking news","In my mind, I wasn’t breaking the rules"
42,17,-4 SNR,"at one point, we took a break to go get a snack",At one point we took a break to go get a snack
42,20,+2 SNR,things catch fire sometimes,Things catch fire sometimes.
42,28,clear,'cause i could always find loopholes in the law,Because I could always find loopholes in the law
42,29,-4 SNR,NA,A kid was bullying me
42,8,+2 SNR,my mom was forever trying to reign me in,My mom was forever trying to rein me in.
42,23,clear,here my mom and i got into a huge fight,He and my mom got into a huge fight.
42,12,clear,my mom was sharp and had a sharp tongue but i,My mom was smart and had a sharp tongue
42,19,+2 SNR,the lawyer in me maintains that i am completely innocent,The lawyer in me maintains that I am completely innocent
42,4,clear,i was hyperactive too,"I was hyperactive, too"
42,6,clear,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
42,30,-4 SNR,if only my mom,"Man, if only my mom hit me like this"
42,27,-4 SNR,the therapists did give me a series of tests,The therapists did give me a series of tests
42,16,-4 SNR,NA,"I had a box of matches with me, too"
42,2,-4 SNR,i i especially liked fireworks,I loved fire and I especially loved fireworks
42,18,-4 SNR,one of my uncles stopped,One of my uncles stopped calling me Trevor
42,3,+2 SNR,they call me the rubbish bin of the family,They called me the rubbish bin of the family
42,25,clear,they kicked able out of the garage,They kicked Abel out of the garage
42,10,+2 SNR,why doesn't your mother buy it from you,Why doesn’t your mother buy it for you?
42,11,-4 SNR,black peoples' dogs don't play fetch,Black people's dogs don't play fetch
